@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9}

@data
2290,'2018/04/30 13:10:55:335',9,-194.415894,5.998871,-2.787548,-22.860016,-18.506012,-13.927383,-108.972122,-9.241089,-8.79842,-158.548248,0.743134,-5.136768,-94.802338,11.866913,22.812576,-53.800537,-0.92099,5.396099,-71.613434,0.128082,14.730316,-83.817017,4.199005,19.810196,-29.665344,29.948975,25.594566,-11.87558,3.390381,6.004906,-14.681885,9.768799,16.650528,-21.615631,19.587494,22.446739,41.439789,35.533112,23.603859,30.886871,7.451233,4.936684,41.568207,15.646637,14.615929,43.793915,25.400726,20.298401,75.919159,48.720306,15.721382,67.459106,14.042114,3.057278,81.438843,25.168732,10.242786,82.037415,36.081635,13.656097,5
2291,'2018/04/30 13:10:55:352',9,-194.815369,3.776306,-1.972889,-25.289978,-18.941101,-13.824871,-110.398209,-10.62854,-8.344074,-159.745544,-1.457764,-4.50584,-90.848572,11.041534,23.111481,-52.440338,-1.472839,5.594082,-68.483795,-0.627258,14.979324,-80.038391,3.495789,20.080093,-23.149475,27.261108,26.120789,-10.600159,3.328613,6.04425,-11.500275,9.722137,16.694199,-16.869629,18.603638,22.609421,42.727997,36.435669,23.434311,31.690857,7.868042,4.815182,42.997742,16.4263,14.463364,45.305817,26.300232,20.132187,77.588898,49.559418,15.528107,67.486481,14.855103,2.796703,82.295685,26.322693,9.922256,83.233521,37.191254,13.343056,5
2292,'2018/04/30 13:10:55:367',9,-192.71077,4.334839,-1.403835,-26.384338,-19.306824,-13.761181,-110.891357,-11.393311,-8.100983,-160.149628,-2.667511,-4.181168,-89.24054,10.911621,23.23111,-51.778168,-1.681458,5.686054,-67.120209,-0.813385,15.089302,-78.460358,3.39975,20.192894,-19.357056,25.539154,26.399574,-10.004791,3.365417,6.05883,-10.011353,9.80072,16.707603,-14.40744,18.06366,22.690903,42.257751,37.307739,23.314995,32.039246,8.125732,4.75201,43.178284,17.034851,14.383202,45.193085,27.087952,20.033943,77.558746,50.419983,15.365677,67.445374,15.283813,2.664776,82.251099,27.169037,9.747391,83.118378,38.130554,13.149796,5
2293,'2018/04/30 13:10:55:384',9,-195.004395,1.548218,-1.432434,-26.545959,-19.498779,-13.739418,-110.757996,-11.672241,-8.003437,-160.31572,-3.469177,-4.072235,-88.669769,11.881836,23.302319,-52.031342,-1.066895,5.659184,-67.537994,0.587006,15.051517,-78.512329,4.800873,20.167477,-17.716095,25.570862,26.443722,-10.105499,3.634827,6.04649,-9.804657,10.315552,16.685627,-13.342499,18.230652,22.707012,43.096375,37.830322,23.292187,32.141327,7.996521,4.754951,42.988953,17.601685,14.349346,45.488251,27.639709,19.998653,79.375641,50.490204,15.283642,67.861023,14.788269,2.674683,82.903259,27.047607,9.709393,84.408905,38.056702,13.098629,5
2294,'2018/04/30 13:10:55:401',9,-194.977966,0.281738,-1.228394,-26.850952,-19.576111,-13.723286,-110.89209,-12.326263,-7.901402,-160.173401,-4.315369,-3.892017,-87.646759,12.50769,23.375832,-52.067413,-0.750549,5.657188,-67.412323,1.514282,15.045631,-77.993927,5.736694,20.174026,-16.452972,25.997925,26.431557,-10.059723,3.767395,6.042614,-9.372406,10.72937,16.670113,-12.336273,18.542084,22.704636,44.125793,38.325195,23.257591,32.268463,7.919739,4.749535,43.092773,18.140503,14.304428,46.046997,28.185608,19.949478,80.98642,50.559631,15.222687,68.116241,14.52002,2.665176,83.482758,27.063446,9.657448,85.553833,38.065155,13.043484,5
2295,'2018/04/30 13:10:55:418',9,-194.47789,-0.240875,-1.159355,-26.525269,-18.98996,-13.784527,-110.620316,-12.405548,-7.925507,-159.681488,-4.58548,-3.850956,-87.639069,12.098206,23.38644,-52.291992,-0.825836,5.624069,-67.704895,1.433014,15.010838,-78.18811,5.533997,20.148533,-16.59726,25.665802,26.435841,-10.253113,3.567108,6.045132,-9.583069,10.409973,16.677456,-12.44754,18.117645,22.721142,44.215149,37.818451,23.334003,32.167084,7.656433,4.787113,42.84729,17.892242,14.34351,45.945618,27.784576,20.004169,81.733704,50.049438,15.348812,68.163116,14.240326,2.739742,83.610931,26.733124,9.734852,86.011353,37.599091,13.144787,5
2296,'2018/04/30 13:10:55:435',9,-193.810059,-1.735809,-0.983528,-26.230408,-18.45694,-13.838497,-110.365265,-13.093872,-7.910961,-159.063248,-5.64743,-3.726128,-87.149628,12.052643,23.405998,-52.496368,-0.88443,5.593685,-67.786163,1.621796,14.979637,-78.041138,5.714386,20.124916,-16.740356,26.174042,26.361115,-10.429413,3.388519,6.046844,-9.652679,10.381073,16.672928,-12.362427,18.161713,22.711861,44.81369,37.800873,23.363243,32.074799,7.413605,4.820564,42.757782,18.004761,14.352646,46.185486,27.848175,20.015648,83.285248,49.806793,15.416954,68.207489,13.975983,2.806763,84.041412,26.618042,9.771523,87.081879,37.360016,13.197975,5
2297,'2018/04/30 13:10:55:451',9,-193.388382,-2.841644,-0.785847,-26.40506,-18.379852,-13.839722,-110.455261,-13.820831,-7.851669,-159.021667,-6.762115,-3.60149,-86.333313,12.934998,23.408623,-52.516693,-0.741852,5.592003,-67.514923,2.251495,14.976372,-77.524994,6.57547,20.11734,-16.904266,28.017059,26.172081,-10.404236,3.415131,6.046589,-9.43335,10.931549,16.650017,-12.130646,19.205231,22.647919,46.021179,38.489288,23.288727,32.146118,7.323639,4.821739,43.149292,18.478058,14.307831,46.99884,28.484589,19.948677,84.993317,50.07135,15.313393,68.354584,13.78714,2.809219,84.802612,26.725616,9.717468,88.434967,37.506439,13.127243,5
2298,'2018/04/30 13:10:55:468',9,-193.55513,-4.22403,-0.652649,-26.681,-18.424713,-13.827724,-110.608917,-14.500214,-7.785015,-159.322479,-7.977234,-3.507759,-86.131073,14.024353,23.371723,-52.424164,-0.686615,5.605995,-67.373505,2.79892,14.980938,-77.369629,7.457306,20.104038,-17.76709,30.067841,25.925663,-10.294434,3.447601,6.048374,-9.341827,11.470795,16.628582,-12.312775,20.347229,22.570332,46.916534,39.203064,23.201115,32.244354,7.325775,4.811279,43.551514,18.921967,14.258587,47.668488,29.119293,19.875057,86.917145,50.190765,15.22607,68.434021,13.759216,2.787483,85.693054,26.82663,9.649487,90.00528,37.555359,13.05714,5
2299,'2018/04/30 13:10:55:485',9,-204.325409,-17.51828,-2.507759,-27.032532,-18.044128,-13.848408,-110.952698,-14.161011,-7.802349,-166.124557,-15.69043,-4.589127,-86.341614,15.179504,23.30505,-52.515228,-0.373474,5.594517,-67.631622,3.451843,14.956982,-77.667267,8.387115,20.062626,-18.343842,31.506775,25.734966,-10.274261,3.443695,6.049049,-9.445648,11.775024,16.614513,-12.621246,21.164856,22.505062,48.028381,39.206573,23.169262,32.391113,7.023926,4.823994,44.043243,18.751007,14.254627,48.459656,29.053345,19.855534,89.121094,49.537628,15.201595,68.794159,13.216309,2.813038,86.923035,26.110657,9.660435,91.830963,36.795044,13.064194,5
2300,'2018/04/30 13:10:55:501',9,-205.180984,-15.015686,-2.962658,-26.802704,-16.270203,-13.992008,-111.182297,-12.081451,-8.059677,-166.437256,-12.733551,-4.85017,-86.994202,14.147034,23.299004,-52.983276,-0.248352,5.525574,-68.490082,3.022522,14.891182,-78.531616,7.587097,20.018158,-21.870911,31.03479,25.667809,-10.597748,2.963043,6.056232,-11.433624,10.822632,16.644249,-15.700439,20.455841,22.499352,46.9729,36.605865,23.422401,32.340515,6.102448,4.906937,43.219727,17.001465,14.413765,47.650543,26.473206,20.1054,90.890869,47.095825,15.561638,69.221344,12.014618,2.981094,87.729797,24.098389,9.904594,92.932098,34.519775,13.352203,5
2301,'2018/04/30 13:10:55:518',9,-197.808746,-3.811951,-1.637539,-26.295349,-16.085876,-14.020344,-111.096741,-11.542053,-8.199371,-161.14325,-5.581116,-4.115704,-87.960785,14.51123,23.207458,-53.240295,-0.181732,5.487,-69.125519,3.123291,14.841942,-79.354004,7.729858,19.960793,-23.117828,31.61322,25.598358,-10.852417,2.931946,6.050129,-12.295319,11.115173,16.62178,-16.847412,20.932739,22.454346,46.491089,36.465088,23.470856,32.165466,5.987549,4.933693,42.715637,16.999023,14.43821,47.072021,26.431274,20.134842,89.952179,46.953979,15.624245,69.18631,11.83606,3.037914,87.309174,23.843201,9.985641,92.145874,34.360291,13.423386,5
2302,'2018/04/30 13:10:55:535',9,-198.890015,-1.9617,-1.955364,-26.477844,-16.883209,-13.956234,-111.403687,-10.677063,-8.260902,-161.76445,-3.97052,-4.312111,-88.208435,16.772644,23.059086,-53.385681,0.686768,5.462376,-69.304688,4.281921,14.809727,-79.603821,9.376099,19.897388,-24.32309,35.095154,25.240238,-10.910583,3.471008,6.030636,-12.945038,12.866211,16.537594,-17.952271,23.783142,22.240757,46.255463,37.992584,23.275753,32.237488,6.068054,4.920181,42.788116,17.454895,14.397007,46.936401,27.491547,20.031162,90.031647,47.038788,15.484928,69.508301,11.452148,3.014954,87.580933,23.477295,9.962772,92.227356,34.254181,13.354008,5
2303,'2018/04/30 13:10:55:553',9,-199.377029,0.007263,-2.123306,-26.909119,-16.944824,-13.938667,-111.573639,-9.398499,-8.28381,-161.983047,-2.165161,-4.403427,-87.797607,17.696106,22.980953,-53.454224,1.390076,5.443516,-69.108521,4.497986,14.80875,-79.345032,9.84314,19.882275,-25.249634,37.959595,24.805912,-10.881866,3.736206,6.021538,-13.228821,13.775391,16.490177,-18.59671,25.691895,22.061642,45.948059,38.227905,23.139881,32.389221,5.846313,4.921394,43.138672,16.71167,14.432926,47.033203,27.104309,20.029453,90.841003,45.977295,15.491261,69.918945,10.785431,3.020256,88.254974,22.294159,10.011818,92.944489,33.087402,13.398869,5
2304,'2018/04/30 13:10:55:567',9,-199.271179,2.711243,-2.392578,-26.749359,-16.286926,-13.992386,-111.256683,-7.513336,-8.411964,-161.647369,0.278625,-4.595909,-87.759613,17.623352,22.920013,-53.762909,1.963745,5.384651,-69.393433,4.259094,14.765144,-79.563629,9.567871,19.843132,-26.753326,40.610046,24.221947,-11.127777,3.744904,6.014172,-13.968597,14.138733,16.459244,-19.77948,27.143982,21.869232,45.208466,37.430115,23.113358,32.317139,5.317505,4.96608,42.984741,15.308167,14.538788,46.636078,25.775482,20.129173,91.461517,44.039368,15.693092,70.22818,9.809998,3.114552,88.619995,20.482727,10.186245,93.338928,31.14801,13.597908,5
2305,'2018/04/30 13:10:55:584',9,-198.304916,6.421661,-2.601936,-26.562134,-15.517975,-14.052452,-110.633026,-5.214081,-8.532852,-160.664932,3.42038,-4.75658,-87.320953,18.226898,22.841419,-54.109283,2.88205,5.304008,-69.737183,4.635437,14.691875,-79.661102,9.975494,19.775425,-27.621552,44.461792,23.292454,-11.436188,3.844513,6.00119,-14.688263,14.919403,16.400539,-20.772369,29.610443,21.528797,45.417816,36.205841,23.118038,32.197662,4.613403,5.021893,42.910522,13.707428,14.649517,46.70343,24.100952,20.247028,92.983978,41.313507,15.967609,70.602661,8.419098,3.234344,89.140259,18.072296,10.391159,94.216217,28.473114,13.845577,5
2306,'2018/04/30 13:10:55:601',9,-196.383392,10.810333,-2.784966,-26.034882,-14.399048,-14.142025,-109.549957,-2.566864,-8.682449,-158.969437,7.010284,-4.922268,-86.860931,19.245697,22.72686,-54.504425,3.939636,5.197208,-70.310669,5.345184,14.584068,-79.921936,10.778595,19.670822,-27.847809,48.345123,22.079796,-11.889435,3.894196,5.985405,-15.688904,15.734436,16.329002,-21.736115,32.319,21.083443,45.864746,34.116119,23.216858,31.896454,3.691803,5.098969,42.536255,11.642029,14.790916,46.637482,21.723846,20.42057,95.120178,37.345184,16.423828,70.848907,6.671448,3.400753,89.516022,14.926056,10.660919,95.243134,24.764862,14.201263,5
2307,'2018/04/30 13:10:55:618',9,-194.374374,14.643097,-2.933811,-24.943176,-13.133209,-14.226299,-108.079468,-0.301239,-8.858006,-157.212204,10.014526,-5.09359,-86.796844,20.185791,22.665951,-54.855835,4.831238,5.069828,-71.105286,5.989563,14.489933,-80.512268,11.52478,19.600864,-27.692474,50.60025,21.141315,-12.477875,3.847717,5.958939,-17.055847,16.234863,16.306721,-22.718445,33.959045,20.843822,45.722351,32.133087,23.390575,31.319427,2.763489,5.178638,41.680328,9.592896,14.973255,45.988678,19.409088,20.659367,97.229584,32.944946,17.035755,70.691254,4.994751,3.58659,89.537384,11.719147,10.974739,96.041046,20.811584,14.64027,5
2308,'2018/04/30 13:10:55:635',9,-193.722809,16.49411,-2.934025,-24.51535,-12.463135,-14.276585,-107.435669,0.813507,-8.921818,-156.61409,11.457092,-5.128811,-86.567169,20.557404,22.738106,-54.99176,5.230408,5.02285,-71.381775,6.232056,14.500412,-80.634918,11.812683,19.647697,-27.157745,51.151001,20.962036,-12.719269,3.796814,5.953449,-17.541962,16.342377,16.356529,-22.84317,34.320129,20.892952,45.981689,31.312073,23.531303,31.079498,2.297363,5.215889,41.450226,8.594543,15.094994,45.937897,18.370087,20.824692,98.505402,30.802002,17.358711,70.639954,4.181091,3.668274,89.746857,10.122498,11.139526,96.712921,18.830383,14.88147,5
2309,'2018/04/30 13:10:55:650',9,-192.282867,19.28302,-2.84481,-23.96463,-11.32959,-14.341736,-106.428345,2.508667,-8.980347,-155.523926,13.578156,-5.126247,-85.455627,21.143616,22.83379,-55.068207,5.789032,4.963215,-71.388794,6.53363,14.520679,-80.211792,12.234314,19.716137,-26.12854,51.32666,20.83176,-13.008881,3.671204,5.945099,-18.192566,16.414124,16.418415,-22.875214,34.325134,21.051327,46.803436,30.096741,23.650654,30.719879,1.552429,5.261791,41.327667,6.927856,15.250172,46.22345,16.728912,21.024632,100.898682,27.03595,17.797535,70.489838,2.919556,3.774693,90.270416,7.39386,11.347843,98.121948,15.343384,15.206425,5
2310,'2018/04/30 13:10:55:668',9,-191.19194,20.968781,-2.643311,-23.915894,-10.489716,-14.404358,-106.093018,3.555206,-8.97023,-155.004852,14.772858,-5.038975,-83.757263,22.060516,22.878117,-55.086182,6.127747,4.955406,-70.96637,6.81958,14.568226,-79.220886,12.817535,19.782742,-25.467377,50.778198,21.003414,-13.096741,3.549011,5.955784,-18.575348,16.479828,16.46246,-22.872589,33.692535,21.301525,47.932587,29.472137,23.628742,30.625031,1.0242,5.289677,41.657196,5.707001,15.337688,46.973969,15.662689,21.119831,103.142426,24.131683,18.027416,70.550385,2.062958,3.825985,91.074127,5.287537,11.445126,99.680023,12.599091,15.379108,5
2311,'2018/04/30 13:10:55:685',9,-190.635345,21.685852,-2.472095,-24.04364,-10.044678,-14.449623,-106.079224,4.037964,-8.93829,-154.889099,15.235718,-4.952297,-82.143616,23.280518,22.85976,-55.09436,6.361694,4.963448,-70.478943,7.244568,14.608456,-78.209656,13.636566,19.818295,-25.459442,50.59552,21.17165,-13.103943,3.502502,5.969398,-18.983459,16.847229,16.464092,-23.197418,33.457642,21.451534,48.888092,29.7323,23.482304,30.642639,0.723755,5.306175,42.087494,5.150757,15.375538,47.734436,15.452606,21.129093,105.112,22.26181,18.110767,70.681427,1.555542,3.848186,91.922302,3.916412,11.47403,101.152191,10.785828,15.44598,5
2312,'2018/04/30 13:10:55:701',9,-190.178406,22.300354,-2.400375,-23.884613,-9.361511,-14.508278,-105.882355,4.703186,-8.94062,-154.696762,15.760834,-4.927578,-80.890106,24.421143,22.792793,-55.159302,6.610962,4.956989,-70.26358,7.733337,14.609695,-77.547394,14.450897,19.805351,-25.728912,50.842072,21.222313,-13.224915,3.393677,5.980118,-19.688934,17.228424,16.432396,-23.901154,33.676025,21.455437,49.281158,29.872803,23.300484,30.528503,0.303314,5.332462,42.07254,4.53125,15.407822,47.936188,15.152893,21.123146,106.73703,20.141602,18.20565,70.704926,0.885437,3.894932,92.443451,2.410583,11.514168,102.224548,8.804535,15.516182,5
2313,'2018/04/30 13:10:55:718',9,-189.688492,22.682495,-2.440571,-23.458618,-9.006531,-14.54744,-105.459167,5.145447,-8.969646,-154.305588,16.118042,-4.969421,-80.158386,25.791382,22.677029,-55.260193,6.937012,4.925419,-70.263062,8.588867,14.561771,-77.237946,15.641174,19.727978,-26.376099,51.704712,21.211666,-13.432129,3.408936,5.978413,-20.5961,18.017822,16.341,-24.902008,34.536255,21.336361,49.24295,30.476379,23.068676,30.301483,0.017578,5.3606,41.742737,4.36676,15.419994,47.727905,15.370758,21.077976,107.814423,18.529114,18.28159,70.596741,0.337402,3.952663,92.579254,1.343994,11.554264,102.767853,7.367676,15.569256,5
2314,'2018/04/30 13:10:55:733',9,-189.44162,22.829224,-2.45406,-23.229309,-8.704529,-14.569069,-105.216187,5.429535,-8.97773,-154.068787,16.311371,-4.980068,-79.838531,26.17392,22.634743,-55.307922,7.025177,4.913567,-70.25174,8.862823,14.538109,-77.089539,16.005188,19.692863,-26.760437,52.028351,21.189156,-13.53595,3.353851,5.978573,-21.054657,18.282196,16.295662,-25.430847,34.871613,21.265907,49.177032,30.538239,22.971252,30.183167,-0.159454,5.373161,41.559357,4.172028,15.422646,47.588501,15.298462,21.057007,108.312164,17.55246,18.332077,70.526031,0.062347,3.979897,92.609802,0.764923,11.569485,102.985077,6.553925,15.593033,5
2315,'2018/04/30 13:10:55:751',9,-189.071594,22.936646,-2.489475,-22.865356,-8.211365,-14.598412,-104.817474,5.860962,-8.985157,-153.685257,16.546143,-5.000546,-79.222687,26.76123,22.564175,-55.359741,7.159546,4.894733,-70.12912,9.383514,14.489803,-76.723083,16.64563,19.622143,-27.420807,52.622498,21.132542,-13.691864,3.26123,5.977283,-21.791412,18.839722,16.193409,-26.295593,35.508484,21.120869,49.112427,30.733154,22.780834,29.987305,-0.444458,5.390553,41.28064,3.947449,15.410244,47.394012,15.30545,20.993809,109.345428,15.742615,18.413456,70.389435,-0.377838,4.020157,92.698883,-0.186829,11.576717,103.433594,5.147461,15.610653,5
2316,'2018/04/30 13:10:55:766',9,-188.847031,22.755157,-2.513844,-22.541687,-7.696747,-14.620983,-104.490082,6.169373,-8.979687,-153.385406,16.580261,-5.004749,-78.80899,26.843567,22.519054,-55.416504,7.127563,4.884823,-69.997131,9.593353,14.447842,-76.42514,16.865265,19.56316,-28.129486,53.27124,20.935238,-13.82074,3.102295,5.976742,-22.443909,19.303558,16.086285,-27.117645,36.211792,20.931614,48.83609,30.780426,22.621021,29.832458,-0.682129,5.400959,41.015167,3.7146,15.388432,47.109955,15.248718,20.926113,110.080963,14.161987,18.478603,70.264069,-0.662903,4.047787,92.73587,-0.913208,11.56842,103.718506,4.004486,15.608829,5
2317,'2018/04/30 13:10:55:784',9,-188.363007,22.96347,-2.585308,-22.00647,-7.058319,-14.648975,-103.981659,6.703491,-9.006092,-152.866425,16.928864,-5.050854,-78.775421,26.931061,22.453426,-55.514526,7.117065,4.863506,-70.112183,9.81662,14.387928,-76.465851,17.098969,19.483509,-28.876648,53.893036,20.725368,-14.032043,2.916168,5.972832,-23.235474,19.679535,15.975857,-28.050476,36.889801,20.722004,48.336456,30.328217,22.533611,29.581787,-0.986481,5.417027,40.493805,3.222321,15.378819,46.533508,14.77298,20.890697,110.275604,12.51828,18.561916,70.057465,-1.046661,4.091171,92.465942,-1.743774,11.583515,103.560577,2.792145,15.630291,5
2318,'2018/04/30 13:10:55:802',9,-187.20369,24.082214,-2.747925,-21.0383,-6.395935,-14.686089,-102.931335,7.691406,-9.081894,-151.702972,18.005005,-5.168476,-79.057098,27.519775,22.344074,-55.667023,7.365631,4.808746,-70.527466,10.49295,14.286144,-76.854462,17.847626,19.356541,-29.445465,55.212067,20.431232,-14.415833,2.818359,5.959728,-24.282593,20.317963,15.834446,-29.034149,38.261963,20.379002,47.686371,29.617676,22.505512,29.107513,-1.390503,5.449429,39.516357,2.647522,15.390545,45.554535,14.079102,20.894703,109.914886,10.524353,18.708607,69.669983,-1.708923,4.173729,91.693787,-2.850769,11.652592,102.797363,1.29364,15.709423,5
2319,'2018/04/30 13:10:55:818',9,-185.929596,25.324097,-2.927681,-20.03186,-5.932556,-14.719551,-101.743988,8.659363,-9.156048,-150.402435,19.152893,-5.293907,-79.325592,28.05896,22.26796,-55.807922,7.731201,4.746307,-70.855499,11.338348,14.180107,-77.157684,18.68634,19.234871,-29.304657,57.280273,19.989746,-14.811584,2.820465,5.94421,-25.058502,21.152863,15.683411,-29.343964,40.38324,19.866188,47.158508,29.200562,22.480049,28.604797,-1.73822,5.484341,38.537476,2.345581,15.402771,44.62207,13.68158,20.898262,109.477325,8.672241,18.861877,69.252686,-2.367676,4.260303,90.850067,-3.829407,11.730881,101.945068,-0.035187,15.795815,5
2320,'2018/04/30 13:10:55:835',9,-185.37912,25.792908,-3.068546,-19.422119,-5.606018,-14.73877,-101.013916,9.221375,-9.189281,-149.68454,19.704956,-5.373322,-79.50766,28.065979,22.238281,-55.880371,7.930084,4.710762,-70.955139,11.829895,14.107155,-77.27771,19.023926,19.158005,-28.384308,59.116333,19.311127,-15.045685,2.800751,5.934933,-25.314514,21.681152,15.571983,-28.894958,42.264282,19.310081,46.943512,28.857117,22.436966,28.296875,-1.96283,5.503738,38.010773,2.13736,15.394875,44.158691,13.357697,20.883133,109.169647,7.523926,18.931198,68.985718,-2.772461,4.310215,90.32486,-4.416016,11.764877,101.404358,-0.83551,15.828461,5
2321,'2018/04/30 13:10:55:851',9,-185.372345,25.741516,-3.100391,-19.379669,-5.500153,-14.740082,-100.901703,9.338501,-9.180065,-149.566742,19.759399,-5.376507,-79.469452,27.963135,22.233017,-55.864899,7.947479,4.709652,-70.881073,11.92749,14.089775,-77.204163,19.04425,19.138252,-27.802124,59.722961,18.967941,-15.057831,2.777222,5.934254,-25.24411,21.733948,15.544098,-28.481293,42.902954,19.058693,47.044281,28.564026,22.428162,28.264557,-2.01947,5.504002,38.002319,2.006653,15.380608,44.200195,13.097595,20.873306,109.144653,7.314209,18.917961,68.949921,-2.855927,4.312847,90.258728,-4.528137,11.755119,101.337982,-0.975372,15.812744,5
2322,'2018/04/30 13:10:55:868',9,-185.539337,25.304443,-3.179459,-19.268127,-5.477478,-14.738621,-100.848541,9.255829,-9.18195,-149.560455,19.521881,-5.408031,-79.806061,27.809906,22.187534,-55.907867,7.87619,4.70472,-70.968323,11.980438,14.050404,-77.39975,19.018097,19.086071,-27.182526,60.597778,18.275684,-15.098541,2.744965,5.931725,-25.278137,21.719086,15.502697,-28.051514,43.872192,18.582554,46.902618,28.190887,22.40247,28.233368,-2.005707,5.504635,37.9505,1.907135,15.353634,44.115692,12.765411,20.854717,108.644897,7.7117,18.871532,68.917389,-2.79776,4.317299,90.055878,-4.33252,11.743454,100.989655,-0.63681,15.784893,5
2323,'2018/04/30 13:10:55:884',9,-185.979202,24.660828,-3.302795,-18.571777,-4.725769,-14.766121,-100.535889,9.469147,-9.214832,-149.658264,19.265472,-5.478756,-82.078583,26.924591,22.127846,-56.24353,7.311005,4.696392,-72.146545,11.335907,14.001457,-79.178528,18.242218,19.023659,-30.01474,57.305176,19.153946,-15.384583,2.323242,5.930328,-26.485626,19.572754,15.662254,-30.28009,40.565338,19.17498,45.737,26.977448,22.599617,28.05304,-2.175598,5.513607,37.421021,1.446411,15.353416,43.221436,11.832031,20.902779,106.921539,7.397644,19.004539,68.790222,-2.687073,4.349419,89.20343,-4.098785,11.790989,99.652344,-0.574341,15.851982,5
2324,'2018/04/30 13:10:55:901',9,-186.608444,24.647461,-3.595825,-17.615265,-4.246613,-14.730286,-99.731903,9.830872,-9.307976,-149.6203,19.482391,-5.664055,-84.759979,26.455963,22.095909,-56.33255,7.014709,4.641514,-73.463348,11.092468,13.939163,-81.284027,17.874695,18.970161,-32.143372,54.970856,19.926704,-15.67627,2.085083,5.896385,-27.499329,18.067963,15.782753,-31.927368,38.231995,19.606102,44.26358,27.604706,22.521103,27.638153,-2.297302,5.510895,36.56839,1.659485,15.377686,42.039307,12.210083,20.932381,105.524017,7.161011,19.18985,68.274872,-2.68927,4.387005,88.195984,-3.871002,11.875542,98.371368,-0.463379,15.966843,5
2325,'2018/04/30 13:10:55:917',9,-188.000183,24.415955,-3.751659,-17.425995,-4.233948,-14.675526,-99.405304,9.848389,-9.32674,-150.171066,19.473145,-5.729321,-86.461365,26.49054,22.201984,-56.185883,6.898102,4.618465,-74.158478,11.177765,13.97176,-82.556152,17.919647,19.04195,-32.930939,52.824188,20.753773,-15.66629,2.045227,5.872181,-27.529633,16.917908,15.966068,-32.387726,36.045685,20.185505,43.921722,28.971008,22.515858,27.508667,-2.256165,5.492199,36.443665,2.319519,15.429905,41.843933,13.310272,20.992413,105.244751,7.701294,19.34631,67.997742,-2.585388,4.376766,87.899567,-3.318787,11.941891,98.049774,0.181671,16.069759,5
2326,'2018/04/30 13:10:55:934',9,-189.425293,23.12915,-3.789913,-17.744049,-4.810669,-14.632549,-99.734161,9.046265,-9.29641,-151.004898,18.528931,-5.708115,-88.12973,26.031555,22.286221,-56.138,6.612122,4.626354,-74.715363,10.917175,14.00877,-83.674713,17.536377,19.10223,-34.040283,50.584778,21.45071,-15.507935,2.107544,5.866096,-27.311768,15.877167,16.114117,-32.806335,33.872192,20.666592,43.677002,30.403168,22.564938,27.703247,-1.877625,5.472569,36.766571,3.300201,15.439175,41.964569,14.73822,20.982105,104.961853,9.570923,19.368694,68.091644,-1.940765,4.338634,87.977448,-1.922485,11.94701,97.993225,1.892639,16.085278,5
2327,'2018/04/30 13:10:55:951',9,-190.045059,22.282196,-3.77142,-17.94577,-5.155304,-14.619549,-100.04071,8.485962,-9.277138,-151.443008,17.862946,-5.678741,-88.939575,25.481567,22.329502,-56.182129,6.356995,4.638412,-74.969696,10.54892,14.030949,-84.185425,17.059875,19.133816,-34.72583,49.746155,21.697437,-15.42688,2.112671,5.868534,-27.20105,15.491577,16.164829,-33.032654,33.097412,20.816936,43.453522,30.815063,22.631565,27.861237,-1.624146,5.46418,36.983093,3.724487,15.438023,42.016205,15.224457,20.984791,104.526154,10.872314,19.349018,68.218597,-1.468445,4.316483,87.99588,-1.032501,11.939732,97.837097,3.012207,16.077244,5
